"name","sex","election_type","district","party","initials","position"
"Don José Luis Sánchez","0","senate","SALAMANCA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Don José Antonio Mateos","0","senate","SALAMANCA","PODEMOS","PODEMOS","1"
"Don Rafael Fraile","0","senate","SALAMANCA","PODEMOS","PODEMOS","2"
"Doña Susana Luengo","1","senate","SALAMANCA","PODEMOS","PODEMOS","3"
"Doña María Tamara Raya Rodríguez","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","1"
"Don Francisco Hernández Spínola","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","2"
"Doña María Dolores Padilla Felipe","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","3"
"Don José Daniel Díaz Armas","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","4"
"Don José María Morales Herrera","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","5"
"Doña Magaly González Zamora","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","6"
"Don Florentino de Guzmán Plasencia Medina","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","7"
"Doña Melisa Rodríguez","1","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Mariano Guillermo Cejas","0","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Manuel de Prado","0","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don José Domingo Alonso","0","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"Doña Evelyn Alonso","1","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"Doña Luz María Rodríguez","1","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"Don Juan Carlos Martín","0","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","7"
"Don Alberto Rodríguez","0","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","1"
"Doña Carmen Marina Barreto","1","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","2"
"Don Ignacio García","0","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","3"
"Doña Laura Fuentes","1","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","4"
"Don Rodrigo Laiz","0","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","5"
"Doña Ana Gloria Gallardo","1","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","6"
"Doña Sandra Magdalena Lima","1","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","7"
"Don Pablo Matos","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","1"
"Doña María Elena Álvarez","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","2"
"Don Manuel Luis Torres","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","3"
"Doña Águeda Fumero","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","4"
"Doña María Isabel García","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","5"
"Doña Regina García","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","6"
"Don Eladio Ramón Fuerte","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","7"
"Don Miguel del Pino de","0","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Moisés Domínguez","0","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña Agustina García","1","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don José Manuel Marrero","0","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Doña Margarita Rosales","1","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Don Isaac Francisco Pérez","0","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Doña Goretti Hernández","1","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Don Francisco Javier Hernández","0","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","1"
"Doña Alicia Domínguez","1","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","2"
"Don Gianny Fernando Herrera","0","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","3"
"Doña María del Cristo Martín","1","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","4"
"Don José María Fernández","0","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","5"
"Doña Rosa Carmona","1","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","6"
"Don Alberto Cañete del","0","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","7"
"Doña Sara María Pérez","1","senate","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C´s","1"
"Don Juan Castañeda Acosta","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","1"
"Don Raimundo Casañas","0","senate","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","1"
"Doña Rita Beatriz Machín","1","senate","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","1"
"Doña Ángel Basilio González","1","senate","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Miguel Ángel Peraza","0","senate","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","1"
"Don Gregorio Ramón Medina Tomé","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","1"
"Don Miguel Ángel Rodríguez","0","senate","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Eduardo Peña","0","senate","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Manuel Tomás Mendoza","0","senate","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","1"
"Doña Annabely Plasencia","1","senate","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","1"
"Don Francisco Javier Paz Expósito","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","1"
"Don Luis Carlos Criado","0","senate","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Doña María Nieves Pérez","1","senate","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","1"
"Don Mariano Hernández","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","1"
"Don Antonio Juan de la Guardia","0","senate","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña María Vanesa Catalán","1","senate","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","1"
"Doña Olivia María Delgado Oval","1","senate","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","1"
"Don José Vicente González Bethencourt","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","2"
"Doña Petra Moyano","1","senate","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don José Manuel Perera","0","senate","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Manuel José González","0","senate","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","1"
"Doña Marta Esther Jiménez","1","senate","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","2"
"Don Antonio Alarcó","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","1"
"Doña Milagros Pérez","1","senate","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","2"
"Don Miguel Ángel Miranda","0","senate","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña Ana Teresa Cruz","1","senate","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña Nayra Caraballero","1","senate","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","1"
"Don Saúl Gómez","0","senate","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","2"
"Don Francisco Javier Rodríguez","0","congress","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Ignacio Máximo Avial","0","congress","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Doña María Rosario Lobo","1","congress","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Juan Luis Gordo","0","congress","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña María del Lirio Martín","1","congress","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Daniel Bravo","0","congress","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Doña Beatriz Marta Escudero","1","congress","SEGOVIA","PARTIDO POPULAR","PP","1"
"Don Pedro Ramón Gómez de la Serna","0","congress","SEGOVIA","PARTIDO POPULAR","PP","2"
"Doña Marta Puertas","1","congress","SEGOVIA","PARTIDO POPULAR","PP","3"
"Don Jorge Alexandre González","0","congress","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Aurelio Niebla","0","congress","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña Miriam de Andrés de","1","congress","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don Daniel López","0","congress","SEGOVIA","PODEMOS","PODEMOS","1"
"Doña María José Gallego Obieta","1","congress","SEGOVIA","PODEMOS","PODEMOS","2"
"Don Guillermo San Juan","0","congress","SEGOVIA","PODEMOS","PODEMOS","3"
"Don Jacobo Alfonso Peña","0","congress","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","1"
"Doña Ana Peñalosa","1","congress","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","2"
"Doña Sonia Castro","1","congress","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","3"
"Don Juan Luis López","0","senate","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's)","1"
"Doña María Josefa García","1","senate","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's)","2"
"Don Carlos Cobos","0","senate","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's)","3"
"Don Félix Montes","0","senate","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Alba Barrio","1","senate","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Álvaro Serrano del","0","senate","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Doña Paloma Inés Sanz","1","senate","SEGOVIA","PARTIDO POPULAR","PP","1"
"Don Juan Ramón Represa","0","senate","SEGOVIA","PARTIDO POPULAR","PP","2"
"Don Juan Carlos Álvarez","0","senate","SEGOVIA","PARTIDO POPULAR","PP","3"
"Don Ricardo Hernanz","0","senate","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña María Reyes Lobo San","1","senate","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don José Carlos Rodríguez","0","senate","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don Francisco Javier Lobo de","0","senate","SEGOVIA","PODEMOS","PODEMOS","1"
"Doña María José Bueno González","1","senate","SEGOVIA","PODEMOS","PODEMOS","2"
"Don Manuel Jesús García Cob","0","senate","SEGOVIA","PODEMOS","PODEMOS","3"
"Don José Alberto Castaño","0","senate","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","1"
"Doña María del Carmen Cuervo","1","senate","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","2"
"Don José Javier Davía","0","senate","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","3"
"Don Antonio Francisco Pradas","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Juana Amalia Rodríguez","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Antonio Gutiérrez","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Doña Carmen Rocío Cuello","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"Don José Manuel Girela de la","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Doña Silvia Oñate","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","6"
"Don Manuel García","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","7"
"Doña Marta Alonso","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","8"
"Don Agustín Cañete","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","9"
"Doña María Luisa Sánchez","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","10"
"Don José Losada","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","11"
"Doña Feliciana Bernal","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","12"
"Don Juan Ignacio Zoido","0","congress","SEVILLA","PARTIDO POPULAR","PP","1"
"Don Ricardo Tarno","0","congress","SEVILLA","PARTIDO POPULAR","PP","2"
"Doña María Eugenia Romero","1","congress","SEVILLA","PARTIDO POPULAR","PP","3"
"Doña Silvia Heredia","1","congress","SEVILLA","PARTIDO POPULAR","PP","4"
"Doña María del Lidón Guillén","1","congress","SEVILLA","PARTIDO POPULAR","PP","5"
"Doña María Teresa Astolfi","1","congress","SEVILLA","PARTIDO POPULAR","PP","6"
"Don Fernando Francisco Lorenzo","0","congress","SEVILLA","PARTIDO POPULAR","PP","7"
"Doña María Remedios Olmedo","1","congress","SEVILLA","PARTIDO POPULAR","PP","8"
"Don José Joaquín Hernández","0","congress","SEVILLA","PARTIDO POPULAR","PP","9"
"Don Pedro González","0","congress","SEVILLA","PARTIDO POPULAR","PP","10"
"Doña Vanessa María Serrano","1","congress","SEVILLA","PARTIDO POPULAR","PP","11"
"Don Juan Manuel Albendea","0","congress","SEVILLA","PARTIDO POPULAR","PP","12"
"Doña María Virginia Millán","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","1"
"Don Fidel Prieto","0","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","2"
"Doña Antonia Ramírez","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","3"
"Doña Cira de la Cruz","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","4"
"Don Diego de los Santos","0","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","5"
"Doña Lucrecia Bernáldez","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","6"
"Doña Rosa Vílchez","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","7"
"Don José Vicente Gallart","0","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","8"
"Doña Ana María Chaves","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","9"
"Don Francisco José Ríos","0","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","10"
"Don Arturo Sotelo","0","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","11"
"Doña María Ángeles Acebedo","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","12"
"Don Sergio Pascual","0","congress","SEVILLA","PODEMOS","PODEMOS","1"
"Doña María Auxiliadora Honorato","1","congress","SEVILLA","PODEMOS","PODEMOS","2"
"Don Luis Carlos Rejón","0","congress","SEVILLA","PODEMOS","PODEMOS","3"
"Doña Sofía González","1","congress","SEVILLA","PODEMOS","PODEMOS","4"
"Don Manuel Rodríguez","0","congress","SEVILLA","PODEMOS","PODEMOS","5"
"Doña Rosario Caballero","1","congress","SEVILLA","PODEMOS","PODEMOS","6"
"Don Felipe José Mínguez","0","congress","SEVILLA","PODEMOS","PODEMOS","7"
"Doña Isabel María Jiménez","1","congress","SEVILLA","PODEMOS","PODEMOS","8"
"Don José Rodríguez","0","congress","SEVILLA","PODEMOS","PODEMOS","9"
"Don José Bernal","0","congress","SEVILLA","PODEMOS","PODEMOS","10"
"Doña María del Carmen Elena Martínez","1","congress","SEVILLA","PODEMOS","PODEMOS","11"
"Don Juan Pablo Coca","0","congress","SEVILLA","PODEMOS","PODEMOS","12"
"Don Manuel José Vicente","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña Ana María Cazallo","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Mateo Carmelo García","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña María Teresa Alonso","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Don Guillermo Ferrer","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Doña Patricia Vázquez","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Don Luis Limón","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Doña Amparo Hidalgo","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","8"
"Don Pablo Rodríguez","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","9"
"Doña Raquel del Pilar González","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","10"
"Doña María Ruiz","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","11"
"Don Juan Antonio Peña","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","12"
"Don Miguel Ángel Bustamante","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","1"
"Doña Isabel Pulido","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","2"
"Don Juan Clemente","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","3"
"Doña Isabel Mora","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","4"
"Don Fidel Romero","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","5"
"Doña Encarnación Núñez","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","6"
"Don Santiago Jiménez","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","7"
"Doña Francisca Bejarano","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","8"
"Don José Gallego","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","9"
"Doña María Antonia Cuenca","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","10"
"Don Francisco Javier Martínez","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","11"
"Doña María Dolores Rodríguez","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","12"
"Don Juan Carlos José Raffo","0","senate","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña María José Fernández","1","senate","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Antonio Casimiro Gavira","0","senate","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don José Luis Sanz","0","senate","SEVILLA","PARTIDO POPULAR","PP","1"
"Doña María Carmen Rodríguez","1","senate","SEVILLA","PARTIDO POPULAR","PP","2"
"Don Andrés Parrado","0","senate","SEVILLA","PARTIDO POPULAR","PP","3"
"Don Pablo Emérito Cambronero","0","senate","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","1"
"Doña María Cristina Domenech","1","senate","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","2"
"Don Pedro Taborda","0","senate","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","3"
"Doña Teresa García","1","senate","SEVILLA","PODEMOS","PODEMOS","1"
"Doña María Ángeles Fernández","1","senate","SEVILLA","PODEMOS","PODEMOS","2"
"Don Manuel Peña","0","senate","SEVILLA","PODEMOS","PODEMOS","3"
"Don Andrés Esteban","0","senate","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña María del Carmen Lamana","1","senate","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Emmanuel Baena","0","senate","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Antonia Capitán","1","senate","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","1"
"Don Alejandro Sánchez","0","senate","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","2"
"Don David Pérez","0","senate","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","3"
"Don Jesús María Posada","0","congress","SORIA","PARTIDO POPULAR","PP","1"
"Doña Adelina Lucía Gil","1","congress","SORIA","PARTIDO POPULAR","PP","2"
"Don Javier Antón","0","congress","SORIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Rosa Romero","1","congress","SORIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don José Luis Alonso","0","congress","SORIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Doña María Belén Redondo","1","congress","SORIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Ángel Alberto Flores Gaitán","0","congress","SORIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Doña Eva Vera Delgado","1","congress","SORIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Don Carmelo Romero","0","congress","SORIA","PODEMOS","PODEMOS","1"
"Doña Leonor Andrea Lahoz","1","congress","SORIA","PODEMOS","PODEMOS","2"
"Don Ignacio Alejo","0","congress","SORIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña María de los Dolores Soto","1","congress","SORIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
