"name","sex","election_type","district","party","initials","position"
"Don Isidro Manuel Martínez Oblanca","0","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","2"
"Don José Ramón García Cañal","0","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","3"
"Doña María de los Ángeles Fernández-Ahuja García","1","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","4"
"Doña María Begoña Calleja Quijada","1","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","5"
"Doña María Teresa Domínguez Murias","1","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","6"
"Don Víctor Ferreira Domínguez","0","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","7"
"Don Álvaro Queipo Somoano","0","congress","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","8"
"Don Adán Fernández","0","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña Ana Isabel Sánchez","1","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Juan Manuel Fernández","0","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Ana Isabel Llano","1","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Don Javier Pereda","0","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Doña María Ángeles Villa","1","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Doña Clotilde Escandón","1","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Don José Fernando Fernández","0","congress","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","8"
"Doña Sofía Fernández","1","congress","ASTURIAS","PODEMOS","PODEMOS","1"
"Don Segundo González","0","congress","ASTURIAS","PODEMOS","PODEMOS","2"
"Doña Xana Reyes Fernández","1","congress","ASTURIAS","PODEMOS","PODEMOS","3"
"Don Juan Ignacio González","0","congress","ASTURIAS","PODEMOS","PODEMOS","4"
"Doña Beatriz Menéndez","1","congress","ASTURIAS","PODEMOS","PODEMOS","5"
"Don Roberto Rodríguez","0","congress","ASTURIAS","PODEMOS","PODEMOS","6"
"Don Cristian García","0","congress","ASTURIAS","PODEMOS","PODEMOS","7"
"Doña María de los Ángeles Caso","1","congress","ASTURIAS","PODEMOS","PODEMOS","8"
"Don Vicente Alberto Álvarez","0","senate","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña María Fernández","1","senate","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Pelayo Prendes","0","senate","ASTURIAS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Javier Álvarez","0","senate","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Doña Carmen Rosario Fernández","1","senate","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Carlos José Rábade","0","senate","ASTURIAS","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Doña Gemma Álvarez","1","senate","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","1"
"Don Julio Antuña","0","senate","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","2"
"Doña Laura Álvarez","1","senate","ASTURIAS","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, IZQUIERDA ASTURIANA","IU-UPeC-IAS","3"
"Don Ovidio Sánchez Díaz","0","senate","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","1"
"Don Mario Arias Navia","0","senate","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","2"
"Doña Rosa María Domínguez de Posada Puertas","1","senate","ASTURIAS","PARTIDO POPULAR-FORO","PP-FORO","3"
"Don Alfredo del Río","0","senate","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña María Covadonga Muñiz","1","senate","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don David Alejandro Fernández","0","senate","ASTURIAS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Jara González","1","senate","ASTURIAS","PODEMOS","PODEMOS","1"
"Don Lluis Miguel Orviz","0","senate","ASTURIAS","PODEMOS","PODEMOS","2"
"Doña Lisístrata Suárez","1","senate","ASTURIAS","PODEMOS","PODEMOS","3"
"Don Pedro José Muñoz","0","congress","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Ana María Moreno","1","congress","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Eugenio Miguel Hernández","0","congress","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Pablo Casado","0","congress","ÁVILA","PARTIDO POPULAR","PP","1"
"Don José Ramón García","0","congress","ÁVILA","PARTIDO POPULAR","PP","2"
"Doña Ruth Pindado","1","congress","ÁVILA","PARTIDO POPULAR","PP","3"
"Don Pedro Sierra","0","congress","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","1"
"Don Santos Díaz","0","congress","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","2"
"Doña Laura Cano","1","congress","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","3"
"Doña Mónica Martínez","1","congress","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Don Jorge Santiago Nieto del","0","congress","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Doña Milagros Hernández","1","congress","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Don David del Dedo","0","congress","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña María Paz Capa","1","congress","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Salvador Sánchez","0","congress","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don Juan Carlos Soto Pérez","0","congress","ÁVILA","PODEMOS","PODEMOS","1"
"Doña Ana Pacios","1","congress","ÁVILA","PODEMOS","PODEMOS","2"
"Don Juan Carlos Rico Jiménez","0","congress","ÁVILA","PODEMOS","PODEMOS","3"
"Doña María del Carmen Iglesias","1","senate","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Don José Antonio Herráez","0","senate","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Doña Juliana Jiménez","1","senate","ÁVILA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Sebastián González","0","senate","ÁVILA","PARTIDO POPULAR","PP","1"
"Don Miguel Ángel García","0","senate","ÁVILA","PARTIDO POPULAR","PP","2"
"Doña María del Carmen de Arágon","1","senate","ÁVILA","PARTIDO POPULAR","PP","3"
"Don Francisco Javier Escudero","0","senate","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Miguel Luis Jiménez","0","senate","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","2"
"Doña Mercedes Serrano","1","senate","ÁVILA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Emilio Vallejo","0","senate","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Doña María Montserrat Sánchez","1","senate","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Don Alberto López","0","senate","ÁVILA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Doña María de los Ángeles Bartolomé","1","senate","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Álvaro Aparicio","0","senate","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña Carmen María Rodríguez","1","senate","ÁVILA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don Santiago Alba Rico","0","senate","ÁVILA","PODEMOS","PODEMOS","1"
"Doña Miriam Martín Prieto","1","senate","ÁVILA","PODEMOS","PODEMOS","2"
"Don Pedro Herrero","0","senate","ÁVILA","PODEMOS","PODEMOS","3"
"Doña Patricia Sierra","1","congress","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Don José Ignacio Sánchez","0","congress","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Doña María Soledad Pérez","1","congress","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Luis Antonio Aguilar","0","congress","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"Doña Susana Bruna Pérez","1","congress","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Don Juan Francisco Ceballos","0","congress","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","6"
"Doña María Teresa Angulo","1","congress","BADAJOZ","PARTIDO POPULAR","PP","1"
"Don Alejandro Ramírez del Molino","0","congress","BADAJOZ","PARTIDO POPULAR","PP","2"
"Don Pedro Acedo","0","congress","BADAJOZ","PARTIDO POPULAR","PP","3"
"Don Victor Valentín Píriz","0","congress","BADAJOZ","PARTIDO POPULAR","PP","4"
"Doña María del Pilar Medina","1","congress","BADAJOZ","PARTIDO POPULAR","PP","5"
"Doña María del Pilar Nogales","1","congress","BADAJOZ","PARTIDO POPULAR","PP","6"
"Don José Antonio García","0","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Agustín Holguera","0","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Jorge Luis Medrano","0","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Doña María Victoria García","1","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"Doña María Luisa González Dos","1","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"Doña Ana Teresa Ponce","1","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"Doña Julia Timón","1","congress","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","7"
"Doña Amparo Botejara","1","congress","BADAJOZ","PODEMOS","PODEMOS","1"
"Don Jose Luis Murillo","0","congress","BADAJOZ","PODEMOS","PODEMOS","2"
"Doña Maria del Carmen Ibarlucea Paredes","1","congress","BADAJOZ","PODEMOS","PODEMOS","3"
"Don Pablo Iglesias Fernández","0","congress","BADAJOZ","PODEMOS","PODEMOS","4"
"Doña Maria Dolores Hurtado","1","congress","BADAJOZ","PODEMOS","PODEMOS","5"
"Don Francisco Javier González del Álamo","0","congress","BADAJOZ","PODEMOS","PODEMOS","6"
"Don David Carretero","0","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Rogelio Muñoz","0","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña María Paloma Barbero","1","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don José Francisco Correa","0","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Doña María Guadalupe Cabanillas","1","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Doña Teresa Galán","1","congress","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Don Juan Carlos Molano","0","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Doña María Encarnación Caso","1","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Don Miguel Cansado","0","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Doña María Amparo Guerra","1","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","4"
"Don Antonio Otero","0","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","5"
"Doña Marta Isabel García","1","congress","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","6"
"Don Juan María Vázquez","0","senate","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Carmen Pereira","1","senate","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Valentín Cortés","0","senate","BADAJOZ","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Antonio Galván","0","senate","BADAJOZ","PARTIDO POPULAR","PP","1"
"Don Bibiano Serrano","0","senate","BADAJOZ","PARTIDO POPULAR","PP","2"
"Doña María Teresa Tortonda","1","senate","BADAJOZ","PARTIDO POPULAR","PP","3"
"Don Emilio Quesada","0","senate","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Francisco Javier Paez","0","senate","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Doña María Jesús Fernández","1","senate","BADAJOZ","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Eugenio Salvador Salvatierra de","0","senate","BADAJOZ","PODEMOS","PODEMOS","1"
"Doña Maria Jesus Barrantes Pérez","1","senate","BADAJOZ","PODEMOS","PODEMOS","2"
"Don José Manuel Vargas","0","senate","BADAJOZ","PODEMOS","PODEMOS","3"
"Don Joaquín Valdivia","0","senate","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don José Francisco Sigüenza","0","senate","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña Teresa Serrano","1","senate","BADAJOZ","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Sandra María Blanco","1","senate","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Don Luis Diego Pizarro","0","senate","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Doña Candelaria Silva","1","senate","BADAJOZ","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Don Fernando Navarro","0","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Juan Martínez","0","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Álvaro Conesa","0","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","3"
"Doña Maria Teresa Planells","1","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","4"
"Doña Joaquima Sintes","1","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","5"
"Doña Juana María Capó","1","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","6"
"Don Francisco Javier Giménez","0","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","7"
"Doña Noemí Getino","1","congress","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","8"
"Don Ramon Antoni Socías","0","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","1"
"Doña Sofía Hernanz","1","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","2"
"Don Javier Tejero","0","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","3"
"Doña Carmen Orte","1","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","4"
"Don Gabriel de Hevia","0","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","5"
"Doña María Dolores Fernández","1","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","6"
"Don Josep Borrás","0","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","7"
"Doña María Luisa Millán","1","congress","ILLES BALEARS","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSIB - PSOE","8"
"Don Mateo Isern","0","congress","ILLES BALEARS","PARTIDO POPULAR","PP","1"
"Don José Vicente Marí","0","congress","ILLES BALEARS","PARTIDO POPULAR","PP","2"
"Doña Águeda Reynés","1","congress","ILLES BALEARS","PARTIDO POPULAR","PP","3"
"Doña Maria de la O Ares","1","congress","ILLES BALEARS","PARTIDO POPULAR","PP","4"
"Doña Anna Negre","1","congress","ILLES BALEARS","PARTIDO POPULAR","PP","5"
"Don Juan Carlos Grau","0","congress","ILLES BALEARS","PARTIDO POPULAR","PP","6"
"Doña Laura Berná","1","congress","ILLES BALEARS","PARTIDO POPULAR","PP","7"
"Don Pedro Manuel Álvarez","0","congress","ILLES BALEARS","PARTIDO POPULAR","PP","8"
"Doña Natalia Prieto","1","congress","ILLES BALEARS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Valentin Gomila","0","congress","ILLES BALEARS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Antonio Marin","0","congress","ILLES BALEARS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Karin Desiree Ortuño","1","congress","ILLES BALEARS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Don Mariano Bonet","0","congress","ILLES BALEARS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Doña Isabel Risco","1","congress","ILLES BALEARS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Don Juan Gaya","0","congress","ILLES BALEARS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Doña Maria Elena del Castillo-Olivares","1","congress","ILLES BALEARS","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","8"
"Don Artur Parron Guasch","0","congress","ILLES BALEARS","UNITAT POPULAR BALEARS: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","UPB: IU-UPeC","1"
"Doña Isabel Vallés Garrido","1","congress","ILLES BALEARS","UNITAT POPULAR BALEARS: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","UPB: IU-UPeC","2"
"Don Carlos Marco Pons Camps","0","congress","ILLES BALEARS","UNITAT POPULAR BALEARS: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","UPB: IU-UPeC","3"
"Doña Eva Maria Machado Villena","1","congress","ILLES BALEARS","UNITAT POPULAR BALEARS: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","UPB: IU-UPeC","4"
"Don Ismael Palomo Balaña","0","congress","ILLES BALEARS","UNITAT POPULAR BALEARS: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","UPB: IU-UPeC","5"
"Doña Vanessa Diaz Ojeda","1","congress","ILLES BALEARS","UNITAT POPULAR BALEARS: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","UPB: IU-UPeC","6"
"Don Ramon Martos Oliver","0","congress","ILLES BALEARS","UNITAT POPULAR BALEARS: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","UPB: IU-UPeC","7"
"Doña Anette Perrotte Frontera","1","congress","ILLES BALEARS","UNITAT POPULAR BALEARS: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","UPB: IU-UPeC","8"
"Don Juan Pedro Yllanes Suárez","0","congress","ILLES BALEARS","PODEMOS","PODEMOS","1"
"Doña María Asunción Jacoba Pía (Mae) de la Concha","1","congress","ILLES BALEARS","PODEMOS","PODEMOS","2"
"Doña Aina Maria Díaz","1","congress","ILLES BALEARS","PODEMOS","PODEMOS","3"
"Doña Ana María Serra","1","congress","ILLES BALEARS","PODEMOS","PODEMOS","4"
"Don Joaquín Luzón","0","congress","ILLES BALEARS","PODEMOS","PODEMOS","5"
"Don Miguel Ángel Capó","0","congress","ILLES BALEARS","PODEMOS","PODEMOS","6"
"Doña Ruth Karina Olivares","1","congress","ILLES BALEARS","PODEMOS","PODEMOS","7"
"Don Cristòfol Pagès","0","congress","ILLES BALEARS","PODEMOS","PODEMOS","8"
"Don Javier Antonio González","0","senate","ILLES BALEARS","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","1"
