"name", "sex", "election_type", "party", "initials", "position", "account"
"Isabel López Chamosa", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "7", "https://twitter.com/IChamosa"
"Joan Rangel Tarrés", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "8", "https://twitter.com/rangeltarres"
"Carme Carmona Pascual", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "9", "https://twitter.com/Carmen_Pascual"
"Arnau Ramírez Carner", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "10", "https://twitter.com/arnauramirez"
"Elia Tortolero Orejuela", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "11", "https://twitter.com/HassanNaimT"
"Gabriel Colomé i Garcia", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "12", "https://twitter.com/gcg55"
"Meritxell Cabezón Arbat", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "13", "https://twitter.com/Txellcabezon"
"Joan Lluis Ruiz López", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "14", "https://twitter.com/MaletadePortbou"
"Noemí Trucharte Cervera", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "15", "https://twitter.com/noemitrucharte"
"Josep Paré Aregall", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "16", "https://twitter.com/jparegall"
"Maria Pilar Díaz López", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "17", "https://twitter.com/pily_dr"
"Juan Carlos Corcuera Plaza", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "18", "https://twitter.com/MonederoJC"
"Elena Díaz Torrevejano", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "19", "https://twitter.com/mdiaz7088"
"Nicolás Cortés Rojano", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "20", "No result found for Nicolás Cortés Rojano of PSC-PSOE in BARCELONA"
"Marta Villanueva Cendán", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "21", "https://twitter.com/mvillacendan"
"Mohammad Iqbal Chauhdry", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "22", "https://twitter.com/_M_Iqbal"
"Concepción Jiménez Cruz", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "23", "https://twitter.com/katojimenez"
"Óscar Mantilla Téllez", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "24", "https://twitter.com/fabitellez"
"Eva María Menor Cantador", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "25", "https://twitter.com/QuirogaMikel"
"Jordi Darocas Fonellosa", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "26", "https://twitter.com/Jfonom"
"Rosalía Monroy Sánchez", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "27", "https://twitter.com/RosaliaSanchez6"
"Renato Marín López", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "28", "No result found for Renato Marín López of PSC-PSOE in BARCELONA"
"Patricia Román Martínez", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "29", "https://twitter.com/RomanEl9"
"José María García-Calvillo Fernández", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "30", "https://twitter.com/jose_lito3"
"Eulàlia Lluch Bramon", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "31", "https://twitter.com/RosaLluchBramon"
"Gabriel Rufián i Romero (Ind)", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "1", "No result found for Gabriel Rufián i Romero (Ind) of ERC-CATSÍ in BARCELONA"
"Joan Tardà i Coma", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "2", "https://twitter.com/JoanTarda"
"Ester Capella i Farré", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "3", "https://twitter.com/estercapella"
"Ana María Surra i Spadea (Ind)", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "4", "https://twitter.com/anasurra"
"Joan Capdevila i Esteve (Ind)", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "5", "https://twitter.com/Joan_C_P"
"Mirella Cortès i Gès", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "6", "https://twitter.com/mireiacortes"
"Xavier Roger i Anglada", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "7", "https://twitter.com/rogeranglada"
"Josep Manuel Bueno i Martínez", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "8", "https://twitter.com/chemitamartinez"
"Andreu Francisco i Roger", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "9", "No result found for Andreu Francisco i Roger of ERC-CATSÍ in BARCELONA"
"Paloma Tevar i Poyato (Ind)", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "10", "https://twitter.com/palotevar"
"Èric Gómez i Pérez", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "11", "https://twitter.com/ericgomezperez"
"Meritxell Benedí i Altés", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "12", "https://twitter.com/meritxellbenedi"
"Antoni Sisternas i Sànchez", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "13", "https://twitter.com/ANTONIOESTIVILL"
"Martí Fortuny i Planas", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "14", "https://twitter.com/lilianafortuny"
"Glòria Llobet i Torres", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "15", "https://twitter.com/certamenllobet"
"David Prat i Jorba", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "16", "https://twitter.com/PiaPrat"
"Ester Pérez i Massana", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "17", "No result found for Ester Pérez i Massana of ERC-CATSÍ in BARCELONA"
"Pilar Pérez i Bautista", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "18", "https://twitter.com/PILAR_PJ"
"Carles Ruiz i Feltrer (Ind)", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "19", "https://twitter.com/RuizFeltrer"
"Meritxell Humbert i Figueras", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "20", "https://twitter.com/merifigueres"
"Irina Moreno i Martí", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "21", "No result found for Irina Moreno i Martí of ERC-CATSÍ in BARCELONA"
"Antoni Masana i Ubach", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "22", "https://twitter.com/tonimasana"
"Josep Domènec Meseguer i Garcia", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "23", "https://twitter.com/j_domenech"
"Teresa Sánchez i Barrocal", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "24", "https://twitter.com/OvejitaBe"
"Montserrat Lara i Lara", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "25", "https://twitter.com/LaraMontse"
"Andreu Bosch i Rodoreda", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "26", "https://twitter.com/andreu_bosch"
"Lluís Mombiela i Carrera", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "27", "https://twitter.com/lluis_carreras"
"Oriol Ortega i Tous", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "28", "https://twitter.com/ori_tous"
"Rosa Altimiras i Rovira", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "29", "https://twitter.com/enrovira"
"Teresa Garcerà i Piquer", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "30", "https://twitter.com/Atlabir"
"Isidre Mateu i Sabater", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "31", "https://twitter.com/lilianmateu"
"Jorge Fernández Díaz", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "1", "https://twitter.com/_jorge_"
"Jorge Moragas Sánchez", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "2", "https://twitter.com/jorge_moraga"
"Alicia Sánchez-Camacho Pérez", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "3", "https://twitter.com/AliciaSCamacho"
"Dolors Montserrat Montserrat", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "4", "https://twitter.com/DolorsM"
"M.ª Ángeles Esteller Ruedas", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "5", "No result found for M.ª Ángeles Esteller Ruedas of PP in BARCELONA"
"Manuel Reyes López", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "6", "https://twitter.com/manureyeslopez"
"Daniel Serrano Coronado", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "7", "https://twitter.com/DaniSerrano2015"
"Consuelo Santos Neyra", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "8", "https://twitter.com/Alonzocalixto"
"Manuel Gallardo Martínez", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "9", "https://twitter.com/Alfremartinezz"
"Gloria Saez Villar", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "10", "https://twitter.com/glorialagatita"
"M.ª Jesús Hervás Minguez  Maritxu ", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "11", "No result found for M.ª Jesús Hervás Minguez  Maritxu  of PP in BARCELONA"
"Javier Barreña Flores", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "12", "https://twitter.com/Javi_Barrena"
"José Luís Calzada Olmedo", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "13", "https://twitter.com/olmedoriobamba"
"Álvaro Benejam Pereto", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "14", "https://twitter.com/AlvaroBenejam"
"Alicia Richart Ramon", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "15", "https://www.twitter.com/AliciaRichart"
"Elisabet Ortega Robles", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "16", "https://twitter.com/elisabet_ortega"
"Ester Sevilla Roselló", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "17", "https://twitter.com/ayrehoteles"
"Juan Fernández Benítez", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "18", "https://twitter.com/juanbenitez"
"Juan Antonio López Noguera", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "19", "https://twitter.com/Jalopeznoguera"
"Miriam Casanova Doménech", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "20", "https://twitter.com/CasanovaMiriam"
"Joan Agramunt Seuba", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "21", "https://twitter.com/0Seuba"
"Marta Giménez Arcusa", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "22", "https://twitter.com/MartaGimeArcusa"
"Susana Calvo Casadesús", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "23", "https://twitter.com/SuzanneCalvo"
"Juan Luís Sistac Vicen", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "24", "https://twitter.com/BarcelonaSCweb"
"Jonatan Cobo Ortega", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "25", "https://twitter.com/Jonatan_Cobo"
"Carles Jiménez Morera", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "26", "https://twitter.com/CGimenez8"
"Sonia Esplugas González", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "27", "https://twitter.com/soniaesplugas"
"Antonio Molina Melero", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "28", "https://twitter.com/ainhat"
"Eugènia Ávila Correas", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "29", "https://twitter.com/genia19v"
"Manuel Buenaño García", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "30", "https://twitter.com/notibarcelona"
"Xavier García Albiol", "", "congress", "PARTIDO POPULAR/PARTIT POPULAR", "PP", "31", "https://twitter.com/AlbiolAlcalde_"
"Juan Carlos Girauta Vidal", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/GirautaOficial"
"Antonio Roldan Mones", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/toniroldanm"
"Elena Faba de la Encarnación", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/Elena_Faba"
"Jose Manuel Villegas Pérez", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/jmperezperez"
"Nuria Maria González-Saenz Casas", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/nuriasecret"
"Juan Ignacio Fuster-Fabra Toapanta", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "6", "No result found for Juan Ignacio Fuster-Fabra Toapanta of C's in BARCELONA"
"Maria Julia Calonge Coch", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "7", "https://twitter.com/Ana_RRHH"
"Francisco Andres Perez", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "8", "https://twitter.com/luisperezbus"
"Carolina Torres Garcia", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "9", "https://twitter.com/carolina_mbl"
"Raul Gonzalez Fuentes", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "10", "https://twitter.com/RaulMarca"
"Miguel García del Valle", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "11", "https://twitter.com/MiguelGardelVa"
"Manuel Losada Seivane", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "12", "https://twitter.com/MalpfLozada"
"Dolores Agenjo Recuero", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "13", "https://twitter.com/elmundoes"
"Susana Alonso Ortiz", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "14", "https://twitter.com/susanaortizestr"
"Jorge García Mulet", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "15", "https://twitter.com/Legi74"
"Angel Guillén Deu", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "16", "https://twitter.com/ang_guillen"
"Sonia Sanchez Ponce", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "17", "https://twitter.com/ssanmen"
"Dimas Gragera Velaz", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "18", "https://twitter.com/salvatciutadans"
"Natividad Sanjurjo Golpe", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "19", "https://twitter.com/Escuela_Complot"
"Juan Diaz Delgado", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "20", "https://twitter.com/juandiazdelgado"
"Julia Victoria Juan Gimeno", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "21", "https://twitter.com/MaletadePortbou"
"Esther Martinez Marti", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "22", "https://twitter.com/estermarti"
"German Prado Perez", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "23", "No result found for German Prado Perez of C's in BARCELONA"
"Nicolas Ortiz Cuevas", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "24", "https://twitter.com/maartanavarro"
"Jose Luis Cerro Fernandez", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "25", "https://twitter.com/jlcorralp"
"Maria del Socorro Mendez Lopez", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "26", "https://twitter.com/anamariadiaz"
"David Aguinaga Abad", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "27", "https://twitter.com/Davidabad7"
"Cristina Claret Fernández", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "28", "https://twitter.com/MCristinafernn"
"Isabel Garcia Bejarano", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "29", "https://twitter.com/Galodraisa"
"Jose Luis Fernández Diaz", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "30", "https://twitter.com/lluisfervi"
"Paloma Jimenez de Parga Maseda", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "31", "No result found for Paloma Jimenez de Parga Maseda of C's in BARCELONA"
"Miguel del Amo Bonilla", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/miguelvicente_"
"Montserrat Tonda Muñoz", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/Montse_IzAb"
"José Florentino Solar Chac", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/JoSe_ChaTOo"
"María Carmen Leal Adan", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/CARMENMARATORCA"
"Ramón de Veciana Batlle", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/ramondeveciana"
"Elena Ibor Mallor", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "6", "https://twitter.com/elenaIbor/"
"Juan Antonio Barbajosa Serra", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "7", "https://twitter.com/farmamk"
"Rosa María Prat Calveras", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "8", "https://twitter.com/NeusPratsTur"
"Roberto Raso Boluda", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "9", "https://twitter.com/cristinaraso"
"Jairo Humberto Suárez Tafurt", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "10", "https://twitter.com/jairo_andres_69"
"Evelyn Padilla González", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "11", "https://twitter.com/Evelyn_Bcn"
"Olegario Ortega Justicia", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "12", "https://twitter.com/Sol_Ortega"
"Antonella Hernanz Palleschi", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "13", "No result found for Antonella Hernanz Palleschi of UPyD in BARCELONA"
"Juan Calvo Magallón", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "14", "https://twitter.com/kemy12"
"David Enguita López", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "15", "https://twitter.com/DavidLopez_BCN"
"Pablo Álvarez Mármol", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "16", "https://twitter.com/PAlvarezOficial"
"Kewal Singh Kaur", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "17", "https://twitter.com/Kaur3091"
"María del Rosario Castaño Martínez", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "18", "No result found for María del Rosario Castaño Martínez of UPyD in BARCELONA"
"Iván Palau Fernández", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "19", "https://twitter.com/Avatar_myhyv"
"Soledad Mendoza Doncel", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "20", "https://twitter.com/sole_blanco"
"Juan José Muñoz Peris", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "21", "https://twitter.com/JCRIVEROTV"
"Youssef Ben Hssain M'hamed", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "22", "No result found for Youssef Ben Hssain M'hamed of UPyD in BARCELONA"
"Josep Lago Bennàssar", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "23", "https://twitter.com/JosepLago"
"Jessica Ramírez López", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "24", "No result found for Jessica Ramírez López of UPyD in BARCELONA"
"Lourdes Beatriz Delgado Lucas", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "25", "https://twitter.com/CelebritiesFans"
"Mirko-Antonio Bisconti Llorente", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "26", "No result found for Mirko-Antonio Bisconti Llorente of UPyD in BARCELONA"
"Miguel Mira Díaz", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "27", "https://twitter.com/mikelemora"
"Sergio Alexander Espejo Belizón", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "28", "No result found for Sergio Alexander Espejo Belizón of UPyD in BARCELONA"
"Mercedes Serra Male", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "29", "https://twitter.com/DDesignDistrict"
"Carolina Martínez Rondón", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "30", "No result found for Carolina Martínez Rondón of UPyD in BARCELONA"
"Susana Patricia Bernuy Domínguez", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "31", "https://twitter.com/LauraBarcelona1"
"Francesc Xavier Domènech Sampere", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "1", "https://twitter.com/xavierdomenechs"
"Marta Sibina Camps", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "2", "https://twitter.com/marta_sibina"
"Josep Vendrell Gardeñes", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "3", "https://twitter.com/jmsvendrell"
"Lucía Martín González", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "4", "https://twitter.com/Luciamartin"
"Raimundo Viejo Viñas", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "5", "https://twitter.com/_mundus"
"Maria del Mar Garcia Puig", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "6", "https://twitter.com/pinogarcia"
"Joan Miquel Mena Arca", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "7", "https://twitter.com/joanmena"
"Marcelo Expósito Prieto", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "8", "https://twitter.com/mrenau"
"Aina Vidal Sáez", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "9", "https://twitter.com/AinaVS"
"Alicia Ramos Jordan", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "10", "No result found for Alicia Ramos Jordan of EN COMÚ in BARCELONA"
"Sònia Farré Fidalgo", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "11", "https://twitter.com/Sonia_Farre"
"Andrés Romero Jiménez", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "12", "https://twitter.com/AndresIniesta8"
"Pilar Eslava Higueras", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "13", "https://twitter.com/PilarPerezN"
"Arnau Mallol i Baró", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "14", "https://twitter.com/arnau_ot"
"Lorena Vicioso Adrià", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "15", "https://twitter.com/valorena"
"Margarida Fité Girvés", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "16", "No result found for Margarida Fité Girvés of EN COMÚ in BARCELONA"
"Anna Rovira Prats", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "17", "https://twitter.com/rovira_anna"
"Mònica Carmona Segura", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "18", "https://twitter.com/MonicCarmona"
"Sergio Espín Bustos", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "19", "https://twitter.com/sergioramos"
"Joan Baptista Costa Blázquez", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "20", "https://twitter.com/Alberto_Flz"
"Xavier Contreras Alarcón", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "21", "https://twitter.com/Javier_Alarcon"
"Dolores Castro Leiva", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "22", "https://www.twitter.com/anitacastro2"
"Sonia Onandi Rodríguez", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "23", "https://twitter.com/SoniaRodriguezS"
"Raja Babar Nasir Begum", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "24", "No result found for Raja Babar Nasir Begum of EN COMÚ in BARCELONA"
"Adriana Sabaté Muriel", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "25", "https://twitter.com/AdriSaMu"
"Àngels Vendrell Amigó", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "26", "https://twitter.com/yolointento"
"Maria Dolors Camats Luis", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "27", "https://twitter.com/dolorscamats"
"Enric Pubill Arno", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "28", "https://twitter.com/uripubill"
"Maria Luz Ventura Gil", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "29", "https://twitter.com/MariaGilMorata"
"Josep Martí Valls", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "30", "https://twitter.com/jmvalls"
"Ada Colau Ballano", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "31", "https://twitter.com/AdaColau"
"Aitor Esteban Bravo", "0", "congress", "EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO", "EAJ-PNV)", "1", "https://twitter.com/Aitorb_7"
